Orden;Periodo panel;ciudad;cod_distrito;distrito;cod_barrio;barrio;año;fecha_indicador;fuente_indicador;categoría_1;categoría_2;indicador_nivel1;indicador_nivel2;indicador_nivel3;unidad_indicador;indicador_completo;valor_indicador
48389;2022;Ciudad de Madrid;12;Usera;127;Pradolongo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Deportes;Número de equipamientos;Pista de atletismo ;;Equipamientos;Pista de atletismo ;N/E
48390;2022;Ciudad de Madrid;12;Usera;127;Pradolongo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Deportes;Número de equipamientos;Piscinas cubiertas;;Equipamientos;Piscinas cubiertas;N/E
48391;2022;Ciudad de Madrid;12;Usera;127;Pradolongo;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Deportes;Número de equipamientos;Piscinas de verano;;Equipamientos;Piscinas de verano;N/E
48392;2022;Ciudad de Madrid;12;Usera;127;Pradolongo;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Educación;Número de equipamientos;Escuelas infantiles ;Municipales;Equipamientos;Escuelas Infantiles Municipales;N/E
48393;2022;Ciudad de Madrid;12;Usera;127;Pradolongo;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Educación;Número de equipamientos;Colegios Públicos;;Equipamientos;Colegios Públicos Infantil y Primaria ;N/E
48394;2022;Ciudad de Madrid;12;Usera;127;Pradolongo;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Empresa y comercio;Número de equipamientos;Mercados Municipales;;Equipamientos;Mercados Municipales;N/E
48395;2022;Ciudad de Madrid;12;Usera;127;Pradolongo;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Participación ciudadana;Entidades de participación ciudadana;Número de entidades;Asociaciones;;Entidades;Asociaciones (Sección 1ª);1
48396;2022;Ciudad de Madrid;12;Usera;127;Pradolongo;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Participación ciudadana;Entidades de participación ciudadana;Número de entidades;Asociaciones;Culturales y Casas Regionales;Entidades;Asociaciones culturales y casas regionales;2
48397;2022;Ciudad de Madrid;12;Usera;127;Pradolongo;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Participación ciudadana;Entidades de participación ciudadana;Número de entidades;Asociaciones;Mujeres;Entidades;Asociaciones de mujeres;N/E
48398;2022;Ciudad de Madrid;12;Usera;127;Pradolongo;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Participación ciudadana;Entidades de participación ciudadana;Número de entidades;Asociaciones;Vecinales;Entidades;Asociaciones vecinales;1
48399;2022;Ciudad de Madrid;12;Usera;127;Pradolongo;2021;2022;Portal de datos abiertos del Ayuntamiento de Madrid;Participación ciudadana;Entidades de participación ciudadana;Número de entidades;Fundaciones;;Entidades;Fundaciones (Sección 2ª);N/E
48593;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;597
48594;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Densidad de población;;;Habitantes/Ha.;Población densidad (hab./Ha.) ;59,73
48595;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;34.690
48596;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Hombres;;Habitantes;Población Hombres ;16.591
48597;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Mujeres;;Habitantes;Población Mujeres;18.099
48598;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Edad Media;;;Edad;Edad media de la población;43,58
48599;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;0-14;;Personas;Población de 0 a 14 años   ;4.632
48600;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;15-29;;Personas;Población de 15 a 29 años;6.160
48601;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;30-44;;Personas;Población de 30 a 44  años;7.183
48602;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;45-64;;Personas;Población de 45 a 64 años;10.242
48603;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;65-79;;Personas;Población de 65 a 79 años      ;3.988
48604;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;80 y más;;Personas;Población de 80 años y más           ;2.485
48605;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;65 y más;;Personas;Población de 65 años y más          ;6.473
48606;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;de 3 a 16 años;;Personas;Población en etapa educativa (Población de 3 a 16 años -16 no incluidos)                            ;5.012
48607;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes; de 0-15 entre población total;;Proporción;Proporción de juventud (Población de 0-15 años/Población total) porcentaje;14,22
48608;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Población > 65 años/Población total;;Proporción;Proporción de envejecimiento (Población mayor de 65 años/Población total);18,57
48609;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Población > 80 años/ Población >65 años;;Proporción;Proporción de sobre-envejecimiento (Población mayor de 80 años/ Población mayor de 65 años);39,88
48610;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Índice de dependencia;;Índice;Índice de dependencia (Población de 0-15 + población 65 años y más / Pob. 16-64) ;48,8
48611;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Nacionalidad española;;Personas;Personas con nacionalidad española             ;28.945
48612;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Hombres;Nacionalidad española;Personas;Personas con nacionalidad española Hombres                      ;13.859
48613;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Mujeres;Nacionalidad española;Personas;Personas con nacionalidad española Mujeres                         ;15.086
48614;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;Nacionalidad extranjera;Personas;Personas con nacionalidad extranjera            ;6.294
48615;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Hombres;Nacionalidad extranjera;Personas;Personas con nacionalidad extranjera Hombres                       ;3.066
48616;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Mujeres;Nacionalidad extranjera;Personas;Personas con nacionalidad extranjera Mujeres                        ;3.228
48617;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Extranjeros menos UE y resto países de OCDE / Población total;Personas migrantes;Proporción;Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total);0,14
48620;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;;;Hogares;Total hogares;12.749
48621;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;;;Media   ;Tamaño medio del hogar      ;2,76
48622;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;mujer sola mayor de 65 años  ;;Hogares;Hogares con una mujer sola mayor de 65 años                      ;1.317
48623;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;hombre solo mayor de 65 años         ;;Hogares;Hogares con un hombre solo mayor de 65 años                     ;364
48624;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;monoparentales: una mujer adulta con uno o más menores;;Hogares;Hogares monoparentales: una mujer adulta con uno o más menores;261
48625;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;monoparentales: un hombre adulto con uno o más menores;;Hogares;Hogares monoparentales: un hombre adulto con uno o más menores;44
48626;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2020;2020;Estadística Ayuntamiento de Madrid;Población del distrito;Dinámica Demográfica;Natalidad;;;Tasa;Tasa bruta de natalidad (‰);8,2
48627;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2020;2020;Estadística Ayuntamiento de Madrid;Población del distrito;Dinámica Demográfica;Crecimiento Demográfico;;;Tasa;Tasa de crecimiento demográfico (porcentaje);-0,8
48628;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2018;2018;Estadística Ayuntamiento de Madrid;Indicadores Económicos;Indicadores económicos;Renta ;Neta anual;;Renta;Renta neta media anual de los hogares (Urban Audit)             ;24.124
48629;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2020;2020;Estadística Ayuntamiento de Madrid;Indicadores Económicos;Indicadores económicos;Pensión;Hombres;;Euros;Pensión media mensual Hombres ;1.164
48630;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2020;2020;Estadística Ayuntamiento de Madrid;Indicadores Económicos;Indicadores económicos;Pensión;Mujeres;;Euros;"Pensión media mensual  Mujeres
";848
48631;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;;;Personas;Paro registrado (número de personas registradas en SEPE en Febrero 2022) ;2.943
48632;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;;Personas;Paro registrado (número de personas registradas en SEPE en Febrero 2022) Hombres;1.375
48633;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;;Personas;Paro registrado (número de personas registradas en SEPE en Febrero 2022) Mujeres;1.568
48634;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;;;Tasa;Tasa absoluta de paro registrado (Febrero  2022);12,8
48635;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;;Tasa;Tasa absoluta de paro registrado Mujeres;13,5
48636;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;De 16 a 24 años;Tasa;Tasa de desempleo en mujeres de 16 a 24 años;7,56
48637;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;De 25 a 44 años;Tasa;Tasa de desempleo en mujeres de 25 a 44 años;14,58
48638;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;De 45 a 64 años;Tasa;Tasa de desempleo en mujeres de 45 a 64 años;14,48
48639;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;;Tasa;Tasa absoluta de paro registrado Hombres ;12,1
48640;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;De 16 a 24 años;Tasa;Tasa de desempleo en hombres de 16 a 24 años;8,01
48641;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;De 25 a 44 años;Tasa;Tasa de desempleo en hombres de 25 a 44 años;10,32
48642;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;De 45 a 64 años;Tasa;Tasa de desempleo en hombres de 45 a 64 años;15,32
48643;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;;;Personas;Población en etapas educativas;5.012
48644;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 0 a 2 años;;Personas;Población en etapa educativa de 0 a 2 años;885
48645;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 3 a 5 años;;Personas;Población en etapa educativa de 3 a 5 años;937
48646;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 6 a 11 años;;Personas;Población en etapa educativa de 6 a 11 años;1.901
48647;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 12 a 15 años;;Personas;Población en etapa educativa de 12 a 15 años;1.289
48648;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;;Niños;Personas;Etapas educativas. Total niños;2.613
48649;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 0 a 2 años;Niños;Personas;Población infantil masculina en etapa educativa de 0 a 2 años;461
48650;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 3 a 5 años;Niños;Personas;Población infantil masculina en etapa educativa de 3 a 5 años;486
48651;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 6 a 11 años;Niños;Personas;Población infantil masculina en etapa educativa de 6 a 11 años;992
48652;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 12 a 15 años;Niños;Personas;Población infantil masculina en etapa educativa de 12 a 15 años;674
48653;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;;Niñas;Personas;Etapas educativas. Total niñas;2.399
48654;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 0 a 2 años;Niñas;Personas;Población infantil femenina en etapa educativa de 0 a 2 años;424
48655;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 3 a 5 años;Niñas;Personas;Población infantil femenina en etapa educativa de 3 a 5 años;451
48656;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 6 a 11 años;Niñas;Personas;Población infantil femenina en etapa educativa de 6 a 11 años;909
48657;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 12 a 15 años;Niñas;Personas;Población infantil femenina en etapa educativa de 12 a 15 años;615
48658;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;No sabe leer ni escribir o sin estudios                         ;;Personas;Población mayor/igual  de 25 años  que no sabe leer ni escribir o sin estudios                ;3.681
48659;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Primaria incompleta      ;;Personas;Población mayor/igual  de 25 años con enseñanza primaria incompleta  ;5.317
48660;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Bachiller Elemental, Graduado Escolar, ESO, Formación profesional 1º grado       ;;Personas;Población mayor/igual  de 25 años con Bachiller Elemental, Graduado Escolar, ESO, Formación profesional 1º grado  ;11.203
48661;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Formación profesional 2º grado, Bachiller Superior o BUP                ;;Personas;Población mayor/igual  de 25 años con Formación profesional 2º grado, Bachiller Superior o BUP  ;3.827
48662;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Titulaciones medias, diplomaturas, arquitectura técnica o ingeniería técnica;;Personas;Población mayor/igual  de 25 años con titulación media, diplomatura, arquitectura o ingeniería técnica    ;868
48663;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Estudios superiores, licenciatura, grado,  arquitectura,  ingeniería sup., estudios sup. no universitarios, doctorado,  postgraduado;;Personas;Población mayor/igual  de 25 años  con estudios superiores, licenciatura, arquitectura, ingeniería sup., estudios sup. no universitarios, doctorado,  postgraduado  ;1.631
48664;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Nivel de estudios desconocido y no consta                                   ;;Personas;Población mayor/igual  de 25 años con Nivel de estudios desconocido y/o no consta                                   ;15
48667;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2020;2020;Portal de datos abiertos del Ayuntamiento de Madrid;Vivienda;;Inmuebles;Uso residencial;;Número;Número de inmuebles de uso residencial ;13.664
48668;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2020;2019;Portal de datos abiertos del Ayuntamiento de Madrid;Vivienda;;Inmuebles;Uso residencial;Año medio construcción;Año;Año medio de contrucción de inmuebles de uso residencial ;1.975
48669;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2020;2020;Estadística Ayuntamiento de Madrid;Vivienda;;Inmuebles;Uso residencial;Superficie media;m2;Superficie media de la vivienda (m2) en transacción                                                ;73,6
48670;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2020;2020;Estadística Ayuntamiento de Madrid;Vivienda;;Tiempo;Media de crédito;;Tiempo (meses);Duración media del crédito (meses) en transacción de vivienda ;339
48671;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros de Servicios Sociales;;Equipamientos;Centros de Servicios Sociales;1
48672;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros Municipales de Mayores ;;Equipamientos;Centros Municipales de Mayores ;2
48673;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros de Día de Alzheimer y Físicos;;Equipamientos;Centros de Día de Alzheimer y Físicos;1
48674;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Apartamentos Municipales para Mayores;;Equipamientos;Apartamentos Municipales para Mayores;N/E
48675;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Residencias para personas Mayores ;;Equipamientos;Residencias para personas Mayores ;N/E
48676;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros de Apoyo a las Familias (CAF);;Equipamientos;Centros de Apoyo a las Familias (CAF);1
48677;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros de Atención a la Infancia (CAI);;Equipamientos;Centros de Atención a la Infancia (CAI);N/E
48678;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centro de Día de Atención a Niños y Niñas (de 3 a 12 años);;Equipamientos;Centro de Día de Atención a Niños y Niñas (de 3 a 12 años) ;1
48679;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Espacios de Ocio para Adolescentes (El Enredadero);;Equipamientos;Espacios de Ocio para Adolescentes (El Enredadero);N/E
48680;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros de Adolescentes y Jóvenes (ASPA) ;;Equipamientos;Centros de Adolescentes y Jóvenes (ASPA) ;N/E
48681;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Ayuntamiento de Madrid: Departamento de prevención del sinhogarismo y atención a personas sin hogar;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros para personas sin hogar ;;Equipamientos;Centros para personas sin hogar ;N/E
48682;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Género;Número de equipamientos;Espacios de Igualdad ;;Equipamientos;Espacios de Igualdad ;N/E
48683;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Salud;Número de equipamientos;Centros Municipales de Salud Comunitaria (CMSC);;Equipamientos;Centros Municipales de Salud Comunitaria (CMSC);N/E
48684;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Salud;Número de equipamientos;Centros de Atención a las Adicciones (CAD y CCAD);;Equipamientos;Centros de Atención a las Adicciones (CAD y CCAD);N/E
48685;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Cultura;Número de equipamientos;Nº de Bibliotecas Municipales;;Equipamientos;Bibliotecas Municipales;1
48686;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal web de la Comunidad de Madrid;Servicios y equipamientos Municipales;Cultura;Número de equipamientos;Nº de Bibliotecas Comunidad Madrid;;Equipamientos;Bibliotecas Comunidad Madrid;N/E
48687;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Cultura;Número de equipamientos;Número de Centros y espacios;Culturales ;Equipamientos;Centros y Espacios Culturales;2
48688;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Deportes;Número de equipamientos;Instalaciones deportivas básicas;;Equipamientos;Instalaciones deportivas básicas;6
48689;2022;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Deportes;Número de equipamientos;Centros deportivos Municipales;;Equipamientos;Centros deportivos Municipales;2
